name,description,source,requiredDataConnectors,query,supported
Multiple Teams deleted by a single user,"'This hunting query identifies where multiple Teams have been deleted by a single user in a short timeframe.
This query requires you to have Teams data collected from the O365 Management Activity API
and the Teams parser function enabled.
More details: https://techcommunity.microsoft.com/t5/azure-sentinel/protecting-your-teams-with-azure-sentinel/ba-p/1265761'
",TeamsLogs,"{
    ""connectorid"":  ""TeamsLogs"",
    ""datatypes"":  [
                      ""TeamsLogs""
                  ]
}","
// Adjust this value to change how many Teams should be deleted before including
let max_delete = 3;
// Adjust this value to change the timewindow the query runs over
let time_window = 1d;
let deleting_users = (
TeamsData 
| where CreationTime > ago(time_window)
| where Operation =~ ""TeamDeleted""
| summarize count() by UserId
| where count_ > max_delete
| project UserId);
TeamsData
| where CreationTime > ago(time_window)
| where Operation =~ ""TeamDeleted""
| where UserId in (deleting_users)
| extend TeamGuid = tostring(Details.TeamGuid)
| project-away AddOnName, Members, Settings
// Uncomment the following line to map query entities is you plan to use this as a detection query
//| extend timestamp = CreationTime, AccountCustomEntity = UserId
",no
User made Owner of multiple teams,"'This hunting query identifies users who have been made Owner of multiple Teams.
This query requires you to have Teams data collected from the O365 Management Activity API
and the Teams parser function enabled.
More details: https://techcommunity.microsoft.com/t5/azure-sentinel/protecting-your-teams-with-azure-sentinel/ba-p/1265761'
",TeamsLogs,"{
    ""connectorid"":  ""TeamsLogs"",
    ""datatypes"":  [
                      ""TeamsLogs""
                  ]
}","
// Adjust this value to change how many teams a user is made owner of before detecting
let max_owner_count = 3;
// Change this value to adjust how larger timeframe the query is run over.
let time_window = 1d;
let high_owner_count = (TeamsData
| where CreationTime > ago(time_window)
| where Operation =~ ""MemberRoleChanged""
| extend Member = tostring(parse_json(Members)[0].UPN) 
| extend NewRole = toint(parse_json(Members)[0].Role) 
| where NewRole == 2
| summarize dcount(TeamName) by Member
| where dcount_TeamName > max_owner_count
| project Member);
TeamsData
| where CreationTime > ago(time_window)
| where Operation =~ ""MemberRoleChanged""
| extend Member = tostring(parse_json(Members)[0].UPN) 
| extend NewRole = toint(parse_json(Members)[0].Role) 
| where NewRole == 2
| where Member in (high_owner_count)
| extend TeamGuid = tostring(Details.TeamGuid)
// Uncomment the following line to map query entities is you plan to use this as a detection query
//| extend timestamp = CreationTime, AccountCustomEntity = Member
",no
Previously unseen bot or applicaiton added to Teams,"'This hunting query helps identify new, and potentially unapproved applications or bots 
being added to Teams.
This query requires you to have Teams data collected from the O365 Management Activity API
and the Teams parser function enabled.
More details: https://techcommunity.microsoft.com/t5/azure-sentinel/protecting-your-teams-with-azure-sentinel/ba-p/1265761'
",TeamsLogs,"{
    ""connectorid"":  ""TeamsLogs"",
    ""datatypes"":  [
                      ""TeamsLogs""
                  ]
}","
// If you have more than 14 days worth of Teams data change this value
let data_date = 14d;
let historical_bots = (
TeamsData
| where CreationTime > ago(data_date)
| where isnotempty(AddOnName)
| project AddOnName);
TeamsData
| where CreationTime > ago(1d)
// Look for add-ins we have never seen before
| where AddOnName in (historical_bots)
// Uncomment the following line to map query entities is you plan to use this as a detection query
//| extend timestamp = CreationTime, AccountCustomEntity = UserId
",no
External user from a new organisation added,"'This query identifies external users added to Teams where the user's domain is not one 
previously seen in Teams data.
This query requires you to have Teams data collected from the O365 Management Activity API
and the Teams parser function enabled.
More details: https://techcommunity.microsoft.com/t5/azure-sentinel/protecting-your-teams-with-azure-sentinel/ba-p/1265761'
",TeamsLogs,"{
    ""connectorid"":  ""TeamsLogs"",
    ""datatypes"":  [
                      ""TeamsLogs""
                  ]
}","
// If you have more than 14 days worth of Teams data change this value
let data_date = 14d;
// If you want to look at users further back than the last day change this value
let lookback_data = 1d;
let known_orgs = (
TeamsData 
| where CreationTime > ago(data_date)
| where Operation =~ ""MemberAdded"" or Operation =~ ""TeamsSessionStarted""
// Extract the correct UPN and parse our external organization domain
| extend UPN = iif(Operation == ""MemberAdded"", tostring(parse_json(Members)[0].UPN), UserId)
| extend Organization = tostring(split(split(UPN, ""_"")[1], ""#"")[0])
| where isnotempty(Organization)
| summarize by Organization);
TeamsData 
| where CreationTime > ago(lookback_data)
| where Operation =~ ""MemberAdded""
| extend UPN = tostring(parse_json(Members)[0].UPN)
| extend Organization = tostring(split(split(UPN, ""_"")[1], ""#"")[0])
| where isnotempty(Organization)
| where Organization !in (known_orgs)
// Uncomment the following line to map query entities is you plan to use this as a detection query
//| extend timestamp = CreationTime, AccountCustomEntity = UPN
",no
Preview - TI map File entity to OfficeActivity Event,"'Identifies a match in OfficeActivity Event data from any FileName IOC from TI.
As File name matches can create noise, this is best as hunting query'
",ThreatIntelligenceIndicator,"[
    {
        ""connectorId"":  ""Office365"",
        ""dataTypes"":  [
                          ""OfficeActivity""
                      ]
    },
    {
        ""connectorId"":  ""ThreatIntelligence"",
        ""dataTypes"":  [
                          ""ThreatIntelligenceIndicator""
                      ]
    },
    {
        ""connectorId"":  ""ThreatIntelligenceTaxii"",
        ""dataTypes"":  [
                          ""ThreatIntelligenceIndicator""
                      ]
    }
]","
let dt_lookBack = 1h;
let ioc_lookBack = 14d;
ThreatIntelligenceIndicator
| where TimeGenerated >= ago(ioc_lookBack) and ExpirationDateTime > now()
| where Active == true
| where isnotempty(FileName)
|  join (
OfficeActivity| where TimeGenerated >= ago(dt_lookBack)
      | where isnotempty(SourceFileName)
      | extend OfficeActivity_TimeGenerated = TimeGenerated
)
on $left.FileName == $right.SourceFileName
| summarize LatestIndicatorTime = arg_max(TimeGenerated, *) by IndicatorId
| project LatestIndicatorTime, Description, ActivityGroupNames, IndicatorId, ThreatType, Url, ExpirationDateTime, ConfidenceScore,
OfficeActivity_TimeGenerated, FileName, UserId, ClientIP, OfficeObjectId
| extend timestamp = OfficeActivity_TimeGenerated, AccountCustomEntity = UserId, IPCustomEntity = ClientIP, URLCustomEntity = Url
",no
Preview - TI map File entity to Security Event,"'Identifies a match in Security Event data from any FileName IOC from TI.
As File name matches can create noise, this is best as hunting query'
",ThreatIntelligenceIndicator,"[
    {
        ""connectorId"":  ""SecurityEvents"",
        ""dataTypes"":  [
                          ""SecurityEvent""
                      ]
    },
    {
        ""connectorId"":  ""ThreatIntelligence"",
        ""dataTypes"":  [
                          ""ThreatIntelligenceIndicator""
                      ]
    },
    {
        ""connectorId"":  ""ThreatIntelligenceTaxii"",
        ""dataTypes"":  [
                          ""ThreatIntelligenceIndicator""
                      ]
    }
]","
let dt_lookBack = 1h;
let ioc_lookBack = 14d;
ThreatIntelligenceIndicator
| where TimeGenerated >= ago(ioc_lookBack) and ExpirationDateTime > now()
| where Active == true
| where isnotempty(FileName)
|  join (
  SecurityEvent | where TimeGenerated >= ago(dt_lookBack)
      | where EventID in (""4688"",""8002"",""4648"",""4673"")
                 | where isnotempty(Process)
      | extend SecurityEvent_TimeGenerated = TimeGenerated, Event = EventID
)
on $left.FileName == $right.Process
| summarize LatestIndicatorTime = arg_max(TimeGenerated, *) by IndicatorId
| project LatestIndicatorTime, Description, ActivityGroupNames, IndicatorId, ThreatType, Url, ExpirationDateTime, ConfidenceScore,
SecurityEvent_TimeGenerated, FileName, Computer, IpAddress, Account, Event, Activity
| extend timestamp = SecurityEvent_TimeGenerated, AccountCustomEntity = Account, HostCustomEntity = Computer, IPCustomEntity = IpAddress, URLCustomEntity = Url
",no
Preview - TI map File entity to Syslog Event,"'Identifies a match in Syslog Event data from any FileName IOC from TI.
As File name matches can create noise, this is best as hunting query'
",ThreatIntelligenceIndicator,"[
    {
        ""connectorId"":  ""Syslog"",
        ""dataTypes"":  [
                          ""Syslog""
                      ]
    },
    {
        ""connectorId"":  ""ThreatIntelligence"",
        ""dataTypes"":  [
                          ""ThreatIntelligenceIndicator""
                      ]
    },
    {
        ""connectorId"":  ""ThreatIntelligenceTaxii"",
        ""dataTypes"":  [
                          ""ThreatIntelligenceIndicator""
                      ]
    }
]","
let dt_lookBack = 1h;
let ioc_lookBack = 14d;
ThreatIntelligenceIndicator
| where TimeGenerated >= ago(ioc_lookBack) and ExpirationDateTime > now()
| where Active == true
| where isnotempty(FileName)
| extend TI_ProcessEntity = tostring(split(FileName, ""."")[-2])
|  join (
     Syslog | where TimeGenerated >= ago(dt_lookBack)
     | where isnotempty(ProcessName)
     | extend Syslog_TimeGenerated = TimeGenerated
)
on $left.TI_ProcessEntity == $right.ProcessName
| summarize LatestIndicatorTime = arg_max(TimeGenerated, *) by IndicatorId
| project LatestIndicatorTime, Description, ActivityGroupNames, IndicatorId, ThreatType, Url, ExpirationDateTime, ConfidenceScore,
Syslog_TimeGenerated, FileName, Computer, HostIP, SyslogMessage
| extend timestamp = Syslog_TimeGenerated, HostCustomEntity = Computer, IPCustomEntity = HostIP, URLCustomEntity = Url
",no
Preview - TI map File entity to VMConnection Event,"'Identifies a match in VMConnection Event data from any FileName IOC from TI.
As File name matches can create noise, this is best as hunting query'
",ThreatIntelligenceIndicator,"[
    {
        ""connectorId"":  ""AzureMonitor(VMInsights)"",
        ""dataTypes"":  [
                          ""VMConnection""
                      ]
    },
    {
        ""connectorId"":  ""ThreatIntelligence"",
        ""dataTypes"":  [
                          ""ThreatIntelligenceIndicator""
                      ]
    },
    {
        ""connectorId"":  ""ThreatIntelligenceTaxii"",
        ""dataTypes"":  [
                          ""ThreatIntelligenceIndicator""
                      ]
    }
]","
let dt_lookBack = 1h;
let ioc_lookBack = 14d;
ThreatIntelligenceIndicator
| where TimeGenerated >= ago(ioc_lookBack) and ExpirationDateTime > now()
| where Active == true
| where isnotempty(FileName)
| extend TI_ProcessEntity = tostring(split(FileName, ""."")[-2])
|  join (
   VMConnection | where TimeGenerated >= ago(dt_lookBack)
   | where isnotempty(ProcessName)
   | extend VMConnection_TimeGenerated = TimeGenerated
)
on $left.TI_ProcessEntity == $right.ProcessName
| summarize LatestIndicatorTime = arg_max(TimeGenerated, *) by IndicatorId
| project LatestIndicatorTime, Description, ActivityGroupNames, IndicatorId, ThreatType, Url, ExpirationDateTime, ConfidenceScore,
VMConnection_TimeGenerated, FileName, Computer, Direction, SourceIp, DestinationIp, RemoteIp, DestinationPort, Protocol
| extend timestamp = VMConnection_TimeGenerated, IPCustomEntity = RemoteIp, HostCustomEntity = Computer, URLCustomEntity = Url
",no
Preview - TI map File entity to WireData Event,"'Identifies a match in WireData Event data from any FileName IOC from TI.
As File name matches can create noise, this is best as hunting query'
",ThreatIntelligenceIndicator,"[
    {
        ""connectorId"":  ""AzureMonitor(WireData)"",
        ""dataTypes"":  [
                          ""WireData""
                      ]
    },
    {
        ""connectorId"":  ""ThreatIntelligence"",
        ""dataTypes"":  [
                          ""ThreatIntelligenceIndicator""
                      ]
    },
    {
        ""connectorId"":  ""ThreatIntelligenceTaxii"",
        ""dataTypes"":  [
                          ""ThreatIntelligenceIndicator""
                      ]
    }
]","
let dt_lookBack = 1h;
let ioc_lookBack = 14d;
ThreatIntelligenceIndicator
| where TimeGenerated >= ago(ioc_lookBack) and ExpirationDateTime > now()
| where Active == true
| where isnotempty(FileName)
|  join (
 WireData | where TimeGenerated >= ago(dt_lookBack)
          | where isnotempty(ProcessName)
          | extend Process =reverse(substring(reverse(ProcessName), 0, indexof(reverse(ProcessName), ""\\"")))
      | extend WireData_TimeGenerated = TimeGenerated
)
on $left.FileName == $right.Process
| summarize LatestIndicatorTime = arg_max(TimeGenerated, *) by IndicatorId
| project LatestIndicatorTime, Description, ActivityGroupNames, IndicatorId, ThreatType, Url, ExpirationDateTime, ConfidenceScore,
WireData_TimeGenerated, FileName, Computer, Direction, LocalIP, RemoteIP, LocalPortNumber, RemotePortNumber
| extend timestamp = WireData_TimeGenerated, HostCustomEntity = Computer, IPCustomEntity = RemoteIP, URLCustomEntity = Url
",no
Preview - DNS Events that match threat intelligence,"'This sample hunting query demonstrates how to utilize the threat intelligence data with the DNS event logs'
",ThreatIntelligenceIndicator,"[
    {
        ""connectorId"":  ""DNS"",
        ""dataTypes"":  [
                          ""DnsEvents""
                      ]
    },
    {
        ""connectorId"":  ""ThreatIntelligence"",
        ""dataTypes"":  [
                          ""ThreatIntelligenceIndicator""
                      ]
    },
    {
        ""connectorId"":  ""ThreatIntelligenceTaxii"",
        ""dataTypes"":  [
                          ""ThreatIntelligenceIndicator""
                      ]
    }
]","
let timeframe = 1d;
DnsEvents
| where TimeGenerated >= ago(timeframe)
| join (ThreatIntelligenceIndicator
  | summarize arg_max(TimeGenerated, *) by IndicatorId
  | summarize by Url) on $left.Name == $right.Url
| summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated), count()
by Computer, ClientIP, ThreatIntel_Related_Domain = Name, Url
| extend timestamp = StartTimeUtc, HostCustomEntity = Computer, IPCustomEntity = ClientIP, URLCustomEntity = Url
",no
Same IP address with multiple csUserAgent,"'This alerts when the same client IP (cIP) is connecting with more than 1 but less than 15 different useragent string (csUserAgent) in less than 1 hour.
We limit to 50 or less connections to avoid high traffic sites. This may indicate malicious activity as this is a method of probing an environment
References: Status code mappings for your convenience
IIS status code mapping - https://support.microsoft.com/help/943891/the-http-status-code-in-iis-7-0-iis-7-5-and-iis-8-0
Win32 Status code mapping - https://msdn.microsoft.com/library/cc231199.aspx'
",W3CIISLog,"{
    ""connectorId"":  ""AzureMonitor(IIS)"",
    ""dataTypes"":  [
                      ""W3CIISLog""
                  ]
}","
let timeFrame = ago(1h);
W3CIISLog
| where TimeGenerated >= timeFrame
| where scStatus !startswith ""20"" and scStatus !startswith ""30"" and cIP !startswith ""192.168."" and cIP != sIP and cIP != ""::1""
| summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated), makeset(csUserAgent), ConnectionCount = count() 
by Computer, sSiteName, sIP, sPort, cIP, csMethod
| extend csUserAgentPerIPCount = arraylength(set_csUserAgent)
| where  csUserAgentPerIPCount between ( 2 .. 15 ) and ConnectionCount <=50
| extend timestamp = StartTimeUtc, IPCustomEntity = cIP, HostCustomEntity = Computer
",yes
